what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1545015247220
java.specification.vendor,sysinfo,,,"Oracle Corporation",1545015247220
java.specification.version,sysinfo,,,"1.8",1545015247220
java.vendor,sysinfo,,,"Oracle Corporation",1545015247220
java.version,sysinfo,,,"1.8.0",1545015247220
java.vm.info,sysinfo,,,"mixed mode",1545015247220
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1545015247220
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1545015247220
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1545015247220
java.vm.specification.version,sysinfo,,,"1.8",1545015247220
